video id,initial time,final time,question,answer
2dFLbFsFyuY,0,15.63,a woman holds a [blank] ball behind her neck .,yellow
2dFLbFsFyuY,15.63,19.54,she turns around and launches the [blank] onto a field .,ball
2dFLbFsFyuY,30.78,36.15,a man in a [blank] shirt holds a ball behind his neck .,red
2dFLbFsFyuY,36.15,38.11,he turns around and launches the [blank] on the field .,ball
2dFLbFsFyuY,57.65,61.56,she also turns around and launches the [blank] onto the field .,ball
2dFLbFsFyuY,70.84,75.73,she then throws the [blank] again .,ball
OBbHkBVDX8Y,6.91,119.27,he then picks up the [blank] and begins playing on stage .,instrument
jlqC3lFqxhQ,194.67,201.73,the outro goes to gray and then fade to [blank] .,black
QxsELAtsSWE,5.12,12.79,a female news [blank] introduces a story .,anchor
CNH37tJNzFE,71.49,127.39,the person puts a new [blank] on and screws it in place while taking off the jack and putting the hubcap back on .,tire
DLJqhYP-C0k,0,10.28,the [blank] credits are shown for a video about bowling .,opening
DLJqhYP-C0k,164.53,182.29,a man throws the [blank] and simultaneously throws himself down the alley as well .,ball
Cy56IkwsQVs,1.19,224.59,"several young people , talk and laugh while standing around a table covered in beer cans and [blank] plastic cups .",blue
Cy56IkwsQVs,46.34,120.02,a small white [blank] is thrown across the table as the people attempt to throw the balls in the blue cups from across the table .,balls
Cy56IkwsQVs,46.34,120.02,a small [blank] balls is thrown across the table as the people attempt to throw the balls in the blue cups from across the table .,white
Cy56IkwsQVs,46.34,120.02,a small white balls is thrown across the table as the people attempt to throw the balls in the [blank] cups from across the table .,blue
Cy56IkwsQVs,226.96,236.47,in the final moments of the clip a [blank] flies across the table .,ball
Sw7iRtHxMSs,0,16.8,a group of young men poses and goofs around in front of a table full of [blank] cups .,red
Sw7iRtHxMSs,16.8,20.88,a young man in black puts two shot [blank] down on the table .,glasses
Sw7iRtHxMSs,16.8,20.88,a young man in black puts [blank] shot glasses down on the table .,two
Sw7iRtHxMSs,16.8,20.88,a young man in [blank] puts two shot glasses down on the table .,black
Sw7iRtHxMSs,29.96,34.05,a young man in grey bounces a [blank] on the table and in to one of the cups and celebrates with the young man next to him .,ball
Sw7iRtHxMSs,35.41,44.49,a young man in [blank] bounces a ball toward the cups but misses .,black
Sw7iRtHxMSs,46.76,60.38,the two men that bounced the balls at the cups clink the shot [blank] together and then drink the shot .,glasses
Sw7iRtHxMSs,46.76,60.38,the [blank] men that bounced the balls at the cups clink the shot glasses together and then drink the shot .,two
Sw7iRtHxMSs,52.66,57.2,a young man in [blank] pats the back of the young man in grey .,black
Sw7iRtHxMSs,61.74,65.37,the young man in [blank] drinks from one of the red cups on the table while the young man in black pretends to punch him .,gray
Sw7iRtHxMSs,61.74,65.37,the young man in grey drinks from one of the [blank] cups on the table while the young man in black pretends to punch him .,red
Sw7iRtHxMSs,61.74,65.37,the young man in grey drinks from one of the red cups on the table while the young man in [blank] pretends to punch him .,black
Sw7iRtHxMSs,82.62,83.53,the young man in [blank] and the young man in black fist bump .,gray
Sw7iRtHxMSs,82.62,83.53,the young man in grey and the young man in [blank] fist bump .,black
3gsF785TAmg,11.9,21.64,the yellow team servies the [blank] .,ball
3gsF785TAmg,11.9,21.64,the [blank] team servies the ball and it is hit continually back and forth until the yellow team scores a point .,yellow
3gsF785TAmg,11.9,21.64,the yellow team servies the ball and it is hit continually back and forth until the [blank] team scores a point .,yellow
3gsF785TAmg,21.64,44.35,a player on the [blank] team falls and the players on each team assist her .,yellow
3gsF785TAmg,71.4,106.56,[blank] people proceed to pick her up with the help of a third and take her off the court and lay her down to the side to continue care .,two
awv0jtZpeoo,0,27.72,a man in a red shirt is working out an an exercise [blank] .,machine
awv0jtZpeoo,0,27.72,a man in a [blank] shirt is working out an an exercise machine .,red
awv0jtZpeoo,13.58,19.09,a woman in a [blank] shirt walks behind him .,purple
awv0jtZpeoo,21.21,26.59,[blank] people are talking to each other behind him .,two
0QyHaXliXKs,42.81,120.51,[blank] people are then seen walking up to the circle and lead into a wrestling match between the two .,two
0QyHaXliXKs,129.23,156.19,[blank] man bows to the other and the winner walks away from the stage .,one
9-yA1F4il_A,0,14.56,a lady is blowing [blank] off a roof .,leaves
CvhSPJ0sBCk,0,44.77,[blank] people are shown parasailing together across ocean water .,two
CvhSPJ0sBCk,48.68,60.09,they move their [blank] around as they go .,sails
iDz8nKDpumY,0,38.14,[blank] people are seen riding on skis behind a boat with one person having a child on their shoulders .,two
OH5UXwa3F7E,71.05,77.59,we see fifteen nine [blank] across the screen .,scroll
OH5UXwa3F7E,71.05,77.59,we see [blank] nine scroll across the screen .,fifteen
OH5UXwa3F7E,165.47,170.14,we see seventeen nine [blank] across the screen .,scroll
OH5UXwa3F7E,165.47,170.14,we see [blank] nine scroll across the screen .,seventeen
iGuOr5KwLQ0,0,116.33,a man in a [blank] skates on rollerblades in a parking lot .,toga
NRdxsuSCJyM,0,24.54,a [blank] diver holds onto a rock as he throws a peace sign in the air .,scuba
NRdxsuSCJyM,24.85,38.51,the man lets go of the rock and puts up [blank] peace signs in the air .,two
NRdxsuSCJyM,38.82,62.11,the man fixes his [blank] and goggles .,snorkel
kMsWDe0V1Xg,0,3.82,[blank] lights light up a stage .,blue
kMsWDe0V1Xg,3.82,28.63,a man 's silhouette is visible and we see the arena in [blank] light .,blue
kMsWDe0V1Xg,28.63,48.67,the man on stage plays lit in a [blank] light .,red
Ufm19cvrxGs,44.34,60.97,a man uses a [blank] to repair individual links of a bike chain .,tool
Ufm19cvrxGs,65.72,117.98,the [blank] chain is fastened back together on the bike gears using a specialized tool .,bicycle
uz4Tb2RG1tY,56.42,148.2,the man then sharpens the [blank] on a board on the table as well as on the sharpener .,knife
ULZpTYSwlTs,17.15,24.82,one of the weightlifters successfully lifts the weight [blank] high up and then drops it down .,bar
62h9hnNTKWM,9.49,27.79,"alexandra raisman from massachusetts is seen wearing [blank] leotards , getting ready to do gymnastics on the horse bar .",purple
62h9hnNTKWM,109.12,124.71,"then , gets off the [blank] bar .",horse
bQ3yPbCICRg,2.2,8.13,the people hit the [blank] continuously while the camera pans around .,drums
4fEY6zIq8bQ,0,219.66,the man is plastering the [blank] .,wall
4fEY6zIq8bQ,71.39,219.66,the man cover the [blank] with pink plaster until the whole wall is covered .,wall
1iIG5D3jTk4,0.96,44.27,[blank] people are seen standing in a large gymnasium speaking to one another and leads into them performing a jump roping routine .,two
bY0bGFJ-k1U,40.8,116.67,the man then assembles a [blank] and begins burning a piece of metal in front of him .,torch
eW5W8dVB_I4,0,20.15,[blank] men are standing on the side of the court holding basketball .,two
eW5W8dVB_I4,0,122.09,"the men are giving interview , talking to the camera , while [blank] man is talking the other man is listening , then vice versa .",one
G5mKcPzVMG4,10.26,73.26,"as the woman moving the dolphins started to swim with her , the [blank] ' fins are visible as they swim up and down .",dolphins
ynispYtdDq8,0,8.8,a woman in [blank] is sitting on a couch waving at the camera .,lingerie
44r5SAczrOg,0,49.72,a person is solving a [blank] puzzle spinning the pieces to match the colors .,cube
44r5SAczrOg,49.98,53.17,"when , the person match all the color , points the table and puts the [blank] puzzle on it .",cube
KpOSIph2hHw,0,3.76,we see a gopro [blank] screen .,opening
KpOSIph2hHw,30.09,38.56,we see the lady handing a beverage in a [blank] to the cameraman .,can
fHEUdQY1cdc,29.06,117.14,the people crowd around the bull waving sticks and follow the [blank] around as he gets angry .,bull
fHEUdQY1cdc,117.14,176.15,another [blank] is shown .,bull
QlCA9f1WD84,8.51,31.09,the man moves electrical [blank] handing on the while to plaster around it .,wire
2yjRePOzYq4,0,11.42,"a man skips on a truck signed with [blank] lines , when he arrives to the third line jumps high and lands in the sandbox .",white
UF2v4emX7rc,6.24,48.5,they are holding [blank] guns as they run across the field .,paint
8vcO5DRxP6c,17.27,40.64,a man picks up a [blank] and puts it behind his neck and throws it onto the field .,ball
8vcO5DRxP6c,61.98,97.54,another man in a blue shirt picks up a [blank] and puts it behind his ear and throws it onto the field .,ball
8vcO5DRxP6c,61.98,97.54,another man in a [blank] shirt picks up a ball and puts it behind his ear and throws it onto the field .,blue
8vcO5DRxP6c,118.88,129.04,the man puts on a [blank] t shirt and puts his arms in the air .,white
8vcO5DRxP6c,148.34,159.52,another man launches a [blank] onto the field .,ball
YZJghuPmff8,10.5,21.01,the woman uses a single pick [blank] to separate strands of hair .,comb
YZJghuPmff8,22.51,28.51,the woman [blank] back sections of hair .,clips
i1llwxnI_Vo,167.9,183.25,[blank] guy kisses his girlfriend on the cheek after the dance is over .,one
8eDJXDetgGE,125.21,218.29,several [blank] are shown of people playing this game as well as celebrating with team mates .,clips
j-qAgWm_Ylw,59.49,145.93,[blank] people are holding a tape measure and measure the jump .,two
grroBKRxAMY,17.25,25.18,the man is holding a [blank] standing in front of a small tree .,shovel
grroBKRxAMY,53.16,56.89,he picks up [blank] from around the tree .,rocks
grroBKRxAMY,59.69,76.01,there is a [blank] bucket in front of him of bark that he puts around the tree .,white
v_UmAH95xls,0,23.41,[blank] girls are sitting on the porch of a house while shaving their legs .,two
5MjAgMF_FzA,0,9.82,a black screen with a [blank] title appears .,white
5MjAgMF_FzA,10.37,22.92,a cook is in front of a professional stove putting seasoning into a metal pan and warming a pan over a gas lit [blank] flame .,blue
5MjAgMF_FzA,77.5,98.79,he rolls the [blank] back and forth in the pan .,omelet
5MjAgMF_FzA,77.5,98.79,he rolls the omelet back and forth in the [blank] .,pan
5MjAgMF_FzA,99.33,109.16,end black screen and a [blank] word .,blue
3VzXH3o88mw,95.98,129.71,he then puts the [blank] in a machine to make spaghetti and then puts them in a plate to present .,dough
3VzXH3o88mw,95.98,129.71,he then puts the dough in a [blank] to make spaghetti and then puts them in a plate to present .,machine
e0a1lp4ZWu8,28.31,29.65,a person in a [blank] shirt is standing next to the horse .,red
e0a1lp4ZWu8,86.27,89.86,a man in a [blank] hat is next to the horse .,black
JKFxKhCQPUs,8.03,20.89,a male gymnast wearing a blue [blank] is doing gymnastics on a horse bar .,leotard
JKFxKhCQPUs,8.03,20.89,a male gymnast wearing a [blank] leotard is doing gymnastics on a horse bar .,blue
_ekWWP0dQZM,121.07,134.2,a man plays the [blank] while the final scene is filmed .,violin
pjF6uBZHVRE,103.06,108.84,the camera cuts to a man in white and blue celebrating while holding a flag against his [blank] .,black
X5Bxa0OvdwI,52.3,148.36,she holds up her [blank] and lights a match over the polish .,shoe
kdRcWkrZRZo,76.99,81.47,the man removes his [blank] .,shirt
1VmqefkNV_8,0,171.86,a man is dancing on a stage in a [blank] shirt .,yellow
MlGh0geYhSg,0,1.86,a [blank] kicks a man in a red shirt .,horse
MlGh0geYhSg,0,1.86,a horse kicks a man in a [blank] shirt .,red
MlGh0geYhSg,2.48,4.95,a girl in a [blank] shirt gets thrown off a horse .,gray
MlGh0geYhSg,14.86,18.27,a [blank] tips over backward with a a person on it .,horse
MlGh0geYhSg,36.54,41.8,a white [blank] misses a jump and the person falls off .,horse
MlGh0geYhSg,36.54,41.8,a [blank] horse misses a jump and the person falls off .,white
MlGh0geYhSg,46.76,52.02,a [blank] gets his head stuck in a garbage can .,horse
MlGh0geYhSg,46.76,52.02,a horse gets his head stuck in a garbage [blank] .,can
ZT63nK4lexg,32.15,44.26,"the man walks the [blank] , stretches and stands there .",bars
ZT63nK4lexg,45.19,78.74,the man mounts the [blank] and begins to spin .,bars
ioHDdIBu2go,0,24.36,"a woman talks , then she holds the tube of a vacuum and points the [blank] .",nozzle
ioHDdIBu2go,25.15,45.58,"the woman vacuum dirt on a carpet , then she extends the [blank] while explaining .",tube
ioHDdIBu2go,45.58,128.1,the woman puts a small [blank] and vacuum a [blank] .,couch
mqUJEX9qk8E,0,5.48,two men are riding [blank] in a dusty field in mountains .,horses
mqUJEX9qk8E,0,5.48,[blank] men are riding horses in a dusty field in mountains .,two
eGW0rygfcrg,0,1.84,a man and a woman are standing in a [blank] .,bar
kkLRLb8TGwI,0,19.67,a bunch of females are shown playing a water polo match in an indoor [blank] .,pool
MsBqlgdzeag,0,8.69,a man approaches a [blank] standing by some dirt .,trunk
MsBqlgdzeag,8.97,13.45,he grabs an [blank] sitting on the dirt .,ax
MsBqlgdzeag,36.71,56.05,he stands the other [blank] and cuts it in half .,trunk
mb1LoOTM_NI,0,60.23,[blank] men are standing at the table in arm wrestling position .,two
mb1LoOTM_NI,30.12,49.69,[blank] man without glasses is bending on the side to with his weight .,one
HVfr9FnEj-Q,0,4.72,ladies are standing in a workout [blank] .,room
HVfr9FnEj-Q,155.68,184.93,[blank] a man is in the room in the back and bends down .,2:43
yN3e-giBxns,8.1,11.44,there 's a [blank] roped to the horse who is running in front of them .,calf
yN3e-giBxns,11.44,18.13,"the man lassos the [blank] , jumps off the [blank] , throws the [blank] on its side and quickly ties it up .",calf
yN3e-giBxns,18.13,35.2,the [blank] slowly begins to walk as the calf is trying to stand up .,horse
uE_8WuNO7cA,136.84,152.79,we see a person draw on the pumpkin with a [blank] marker .,black
uE_8WuNO7cA,151.95,167.9,we see the finished jack o [blank] with a candle in it .,lantern
E4ItlgO16LI,0,20.1,a male gymnast in a [blank] outfit applies chalk dust to his hands .,blue
V1NtrnPz3sA,9.5,20.18,she throws the [blank] and again prepares for another throw .,ball
V1NtrnPz3sA,58.56,77.95,she performs [blank] last throw and spins herself around once again .,one
2kx--bbqXHg,0,225.28,cotton [blank] are being set on fire and put out in various ways .,balls
2kx--bbqXHg,51.81,107.01,an [blank] is used to put out the fire .,ax
lHy_OZ8GygM,0,26.6,the woman stands next [blank] man an touch the head of the young man .,two
LvRP3c5n3P8,21.92,72.69,"people walk in the hallways of a hospital , then a doctor reviews the injured leg of a man leaving [blank] sparkles on the leg and a machine .",green
LvRP3c5n3P8,75,105,"then , the man makes a call and leaves [blank] sparkles on the phone that it is passes to the hand of a nurse that grabs the phone .",green
